pubmed_id|name
15859312|http://purl.obolibrary.org/obo/DOID_3969
25589621|http://purl.bioontology.org/ontology/OMIM/114500
15902486|http://purl.obolibrary.org/obo/DOID_3969
25593974|http://purl.bioontology.org/ontology/OMIM/114500
15968271|http://purl.obolibrary.org/obo/DOID_3969
25602793|http://purl.bioontology.org/ontology/OMIM/114500
16021577|http://purl.obolibrary.org/obo/DOID_3969
25605225|http://purl.bioontology.org/ontology/OMIM/114500
16143028|http://purl.obolibrary.org/obo/DOID_3969
25624727|http://purl.bioontology.org/ontology/OMIM/114500
16268813|http://purl.obolibrary.org/obo/DOID_3969
16402937|http://purl.obolibrary.org/obo/DOID_3969
25632202|http://purl.bioontology.org/ontology/OMIM/114500
16452550|http://purl.obolibrary.org/obo/DOID_3969
16501605|http://purl.obolibrary.org/obo/DOID_3969
25636897|http://purl.bioontology.org/ontology/OMIM/114500
16606457|http://purl.obolibrary.org/obo/DOID_3969
16728573|http://purl.obolibrary.org/obo/DOID_3969
16918957|http://purl.obolibrary.org/obo/DOID_3969
16983703|http://purl.obolibrary.org/obo/DOID_3969
17044028|http://purl.obolibrary.org/obo/DOID_3969
17060774|http://purl.obolibrary.org/obo/DOID_3969
17186541|http://purl.obolibrary.org/obo/DOID_3969
17199440|http://purl.obolibrary.org/obo/DOID_3969
25639985|http://purl.bioontology.org/ontology/OMIM/114500
17298986|http://purl.obolibrary.org/obo/DOID_3969
25666295|http://purl.bioontology.org/ontology/OMIM/114500
17429154|http://purl.obolibrary.org/obo/DOID_3969
25673558|http://purl.bioontology.org/ontology/OMIM/114500
17520704|http://purl.obolibrary.org/obo/DOID_3969
25673644|http://purl.bioontology.org/ontology/OMIM/114500
25683705|http://purl.bioontology.org/ontology/OMIM/114500
17535994|http://purl.obolibrary.org/obo/DOID_3969
25686118|http://purl.bioontology.org/ontology/OMIM/114500
17542667|http://purl.obolibrary.org/obo/DOID_3969
25688918|http://purl.bioontology.org/ontology/OMIM/114500
25695537|http://purl.bioontology.org/ontology/OMIM/114500
17693984|http://purl.obolibrary.org/obo/DOID_3969
25696791|http://purl.bioontology.org/ontology/OMIM/114500
25696795|http://purl.bioontology.org/ontology/OMIM/114500
17721188|http://purl.obolibrary.org/obo/DOID_3969
17785355|http://purl.obolibrary.org/obo/DOID_3969
25704501|http://purl.bioontology.org/ontology/OMIM/114500
17727338|http://purl.obolibrary.org/obo/DOID_3969
25708741|http://purl.bioontology.org/ontology/OMIM/114500
17972530|http://purl.obolibrary.org/obo/DOID_3969
18070147|http://purl.obolibrary.org/obo/DOID_3969
18226854|http://purl.obolibrary.org/obo/DOID_3969
18353179|http://purl.obolibrary.org/obo/DOID_3969
18426810|http://purl.obolibrary.org/obo/DOID_3969
18682506|http://purl.obolibrary.org/obo/DOID_3969
18697864|http://purl.obolibrary.org/obo/DOID_3969
18840924|http://purl.obolibrary.org/obo/DOID_3969
19014278|http://purl.obolibrary.org/obo/DOID_3969
19147753|http://purl.obolibrary.org/obo/DOID_3969
19152441|http://purl.obolibrary.org/obo/DOID_3969
19169486|http://purl.obolibrary.org/obo/DOID_3969
19200582|http://purl.obolibrary.org/obo/DOID_3969
19269016|http://purl.obolibrary.org/obo/DOID_3969
19475551|http://purl.obolibrary.org/obo/DOID_3969
20526288|http://purl.obolibrary.org/obo/DOID_3969
21441079|http://purl.obolibrary.org/obo/DOID_3969
21882177|http://purl.obolibrary.org/obo/DOID_3969
22973979|http://purl.obolibrary.org/obo/DOID_3969
24449679|http://purl.obolibrary.org/obo/DOID_3969
25712343|http://purl.bioontology.org/ontology/OMIM/114500
21774961|http://purl.obolibrary.org/obo/DOID_3969
25714871|http://purl.bioontology.org/ontology/OMIM/114500
25734426|http://purl.bioontology.org/ontology/OMIM/114500
25742883|http://purl.bioontology.org/ontology/OMIM/114500
25745621|http://purl.bioontology.org/ontology/OMIM/114500
25774859|http://purl.bioontology.org/ontology/OMIM/114500
25786087|http://purl.bioontology.org/ontology/OMIM/114500
25806877|http://purl.bioontology.org/ontology/OMIM/114500
25838391|http://purl.bioontology.org/ontology/OMIM/114500
25851630|http://purl.bioontology.org/ontology/OMIM/114500
25861836|http://purl.bioontology.org/ontology/OMIM/114500
